,competitionId,eventId,roundTypeId,pos,best,average,personName,personId,personCountryId,formatId,value1,value2,value3,value4,value5,regionalSingleRecord,regionalAverageRecord
679309,TCGAndFriends2015,333,2,2,610,793,Feliks Zemdegs,2009ZEMD01,Australia,a,769,769,862,610,840,,
679368,TCGAndFriends2015,333,3,1,656,798,Feliks Zemdegs,2009ZEMD01,Australia,a,800,805,789,656,817,,
679407,TCGAndFriends2015,333,f,1,669,782,Feliks Zemdegs,2009ZEMD01,Australia,a,767,767,894,812,669,,
679427,TCGAndFriends2015,444bf,f,2,37779,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,37779,-1,-1,0,0,,
679433,TCGAndFriends2015,pyram,1,4,431,585,Feliks Zemdegs,2009ZEMD01,Australia,a,488,431,702,726,565,,
679477,TCGAndFriends2015,pyram,f,11,547,768,Feliks Zemdegs,2009ZEMD01,Australia,a,975,1102,762,568,547,,
679487,TCGAndFriends2015,minx,d,2,5219,5544,Feliks Zemdegs,2009ZEMD01,Australia,a,5748,5259,5219,5624,5776,,
679499,TCGAndFriends2015,minx,f,1,5027,5161,Feliks Zemdegs,2009ZEMD01,Australia,a,5041,5027,6435,5056,5385,,
679505,TCGAndFriends2015,444,d,1,2578,2727,Feliks Zemdegs,2009ZEMD01,Australia,a,2670,2578,2812,2700,3669,,
679537,TCGAndFriends2015,444,f,1,2602,2771,Feliks Zemdegs,2009ZEMD01,Australia,a,2781,2845,3043,2602,2688,,
679559,TCGAndFriends2015,skewb,1,7,576,852,Feliks Zemdegs,2009ZEMD01,Australia,a,861,1067,629,576,1173,,
679574,TCGAndFriends2015,skewb,f,6,629,810,Feliks Zemdegs,2009ZEMD01,Australia,a,857,792,848,629,791,,
679577,TCGAndFriends2015,555,d,1,4936,5695,Feliks Zemdegs,2009ZEMD01,Australia,a,5811,5926,4936,5348,5976,,
679599,TCGAndFriends2015,555,f,1,4854,5193,Feliks Zemdegs,2009ZEMD01,Australia,a,5338,5281,4854,5426,4961,,WR
679607,TCGAndFriends2015,777,f,1,15687,16545,Feliks Zemdegs,2009ZEMD01,Australia,m,15687,16853,17096,0,0,OcR,OcR
679614,TCGAndFriends2015,666,f,1,9940,10760,Feliks Zemdegs,2009ZEMD01,Australia,m,11673,10668,9940,0,0,OcR,WR
679624,TCGAndFriends2015,333oh,d,2,1061,1248,Feliks Zemdegs,2009ZEMD01,Australia,a,-1,1250,1298,1061,1196,,
679664,TCGAndFriends2015,333oh,f,2,967,1273,Feliks Zemdegs,2009ZEMD01,Australia,a,1154,967,1429,1236,1623,,
679686,TCGAndFriends2015,sq1,c,4,1925,2338,Feliks Zemdegs,2009ZEMD01,Australia,a,2764,2045,1925,2370,2599,,
679696,TCGAndFriends2015,222,1,3,229,271,Feliks Zemdegs,2009ZEMD01,Australia,a,284,239,371,229,290,,
679752,TCGAndFriends2015,222,f,2,187,245,Feliks Zemdegs,2009ZEMD01,Australia,a,242,219,288,273,187,,
679774,TCGAndFriends2015,333mbf,f,4,930217600,0,Feliks Zemdegs,2009ZEMD01,Australia,1,930217600,0,0,0,0,,
679784,TCGAndFriends2015,333bf,1,4,7066,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,7066,-1,-1,0,0,,
679800,TCGAndFriends2015,333bf,f,4,5905,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,5905,5944,0,0,,
683643,WC2015,222,1,3,234,266,Feliks Zemdegs,2009ZEMD01,Australia,a,244,266,234,289,329,,
683906,WC2015,222,2,1,179,234,Feliks Zemdegs,2009ZEMD01,Australia,a,179,535,250,210,241,,
684006,WC2015,222,3,1,205,239,Feliks Zemdegs,2009ZEMD01,Australia,a,221,258,205,292,238,,
684037,WC2015,222,f,1,195,233,Feliks Zemdegs,2009ZEMD01,Australia,a,256,214,236,195,249,,
684053,WC2015,333,1,1,560,721,Feliks Zemdegs,2009ZEMD01,Australia,a,723,681,914,759,560,OcR,
684476,WC2015,333,2,1,565,718,Feliks Zemdegs,2009ZEMD01,Australia,a,565,738,-1,642,775,,
684624,WC2015,333,3,1,539,697,Feliks Zemdegs,2009ZEMD01,Australia,a,539,780,738,787,572,OcR,
684656,WC2015,333,f,1,569,756,Feliks Zemdegs,2009ZEMD01,Australia,a,733,569,812,894,724,,
684691,WC2015,444bf,f,17,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
684723,WC2015,pyram,1,22,452,642,Feliks Zemdegs,2009ZEMD01,Australia,a,452,639,533,754,890,,
684886,WC2015,pyram,2,16,283,549,Feliks Zemdegs,2009ZEMD01,Australia,a,283,556,654,540,552,,
684947,WC2015,666,d,2,10648,10796,Feliks Zemdegs,2009ZEMD01,Australia,m,10914,10648,10825,0,0,,
685015,WC2015,666,f,2,10025,10786,Feliks Zemdegs,2009ZEMD01,Australia,m,10437,11895,10025,0,0,,
685162,WC2015,minx,d,2,4821,5075,Feliks Zemdegs,2009ZEMD01,Australia,a,5249,5178,5225,4821,4823,,OcR
685238,WC2015,minx,f,2,4675,5119,Feliks Zemdegs,2009ZEMD01,Australia,a,4675,5255,5325,4906,5195,,
685268,WC2015,333bf,1,16,5956,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,5956,-1,-1,0,0,,
685373,WC2015,333bf,2,21,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
685462,WC2015,777,d,1,14355,15373,Feliks Zemdegs,2009ZEMD01,Australia,m,15340,16425,14355,0,0,WR,WR
685527,WC2015,777,f,2,16078,16674,Feliks Zemdegs,2009ZEMD01,Australia,m,17666,16278,16078,0,0,,
685554,WC2015,sq1,d,13,1442,2516,Feliks Zemdegs,2009ZEMD01,Australia,a,2075,2526,1442,2946,3022,,
685618,WC2015,sq1,f,12,1531,2225,Feliks Zemdegs,2009ZEMD01,Australia,a,3078,2118,1890,2666,1531,,
685629,WC2015,333fm,f,7,28,2867,Feliks Zemdegs,2009ZEMD01,Australia,m,28,30,28,0,0,,
685713,WC2015,444,d,1,2663,2760,Feliks Zemdegs,2009ZEMD01,Australia,a,2750,2967,2754,2776,2663,,
685920,WC2015,444,2,1,2729,2933,Feliks Zemdegs,2009ZEMD01,Australia,a,3247,3287,2729,2809,2743,,
686018,WC2015,444,3,1,2410,2864,Feliks Zemdegs,2009ZEMD01,Australia,a,3467,2912,2410,2993,2688,,
686050,WC2015,444,f,1,2809,3054,Feliks Zemdegs,2009ZEMD01,Australia,a,3062,2809,3340,2974,3125,,
686092,WC2015,skewb,1,27,652,820,Feliks Zemdegs,2009ZEMD01,Australia,a,664,973,652,1010,822,,
686187,WC2015,555,d,1,4928,5354,Feliks Zemdegs,2009ZEMD01,Australia,a,5486,5610,4928,4965,5695,,
686323,WC2015,555,2,1,5157,5450,Feliks Zemdegs,2009ZEMD01,Australia,a,5415,5489,5934,5157,5447,,
686381,WC2015,555,f,1,4857,5262,Feliks Zemdegs,2009ZEMD01,Australia,a,5697,5162,4857,5651,4973,,
686397,WC2015,333oh,d,1,1062,1229,Feliks Zemdegs,2009ZEMD01,Australia,a,1458,1197,1266,1062,1224,,
686588,WC2015,333oh,2,2,1072,1248,Feliks Zemdegs,2009ZEMD01,Australia,a,1264,1348,1072,1365,1133,,
686648,WC2015,333oh,3,1,995,1176,Feliks Zemdegs,2009ZEMD01,Australia,a,1396,999,995,1271,1257,,
686680,WC2015,333oh,f,1,1007,1185,Feliks Zemdegs,2009ZEMD01,Australia,a,1162,1007,1124,1270,1479,,
731350,ChinaChampionship2015,666,d,1,10557,10951,Feliks Zemdegs,2009ZEMD01,Australia,m,11241,11054,10557,0,0,,
731410,ChinaChampionship2015,666,f,1,9832,10838,Feliks Zemdegs,2009ZEMD01,Australia,m,11022,9832,11659,0,0,OcR,
731502,ChinaChampionship2015,333bf,1,8,5704,6135,Feliks Zemdegs,2009ZEMD01,Australia,3,5704,6058,6642,0,0,,
731548,ChinaChampionship2015,333bf,f,5,4453,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,4453,6031,0,0,,
731834,ChinaChampionship2015,777,d,1,15461,15794,Feliks Zemdegs,2009ZEMD01,Australia,m,15461,15879,16041,0,0,,
731891,ChinaChampionship2015,777,f,2,16137,18757,Feliks Zemdegs,2009ZEMD01,Australia,m,16389,23745,16137,0,0,,
731904,ChinaChampionship2015,333oh,d,1,1013,1189,Feliks Zemdegs,2009ZEMD01,Australia,a,1562,1013,1262,1069,1235,,
732116,ChinaChampionship2015,333oh,2,1,983,1250,Feliks Zemdegs,2009ZEMD01,Australia,a,1399,983,-1,1233,1118,,
732178,ChinaChampionship2015,333oh,3,1,1067,1187,Feliks Zemdegs,2009ZEMD01,Australia,a,1486,1098,1123,1067,1339,,
732208,ChinaChampionship2015,333oh,f,1,1168,1199,Feliks Zemdegs,2009ZEMD01,Australia,a,1344,1178,1204,1168,1215,,
732308,ChinaChampionship2015,333,1,1,577,701,Feliks Zemdegs,2009ZEMD01,Australia,a,676,577,900,695,731,,
732791,ChinaChampionship2015,333,2,1,711,789,Feliks Zemdegs,2009ZEMD01,Australia,a,773,818,810,711,784,,
732904,ChinaChampionship2015,333,3,1,638,705,Feliks Zemdegs,2009ZEMD01,Australia,a,638,734,648,732,743,,
732944,ChinaChampionship2015,333,f,1,653,745,Feliks Zemdegs,2009ZEMD01,Australia,a,685,653,805,799,752,,
732964,ChinaChampionship2015,555,d,1,4725,5023,Feliks Zemdegs,2009ZEMD01,Australia,a,4869,5098,5170,5103,4725,WR,WR
733078,ChinaChampionship2015,555,2,1,5002,5230,Feliks Zemdegs,2009ZEMD01,Australia,a,5238,5510,5388,5065,5002,,
733117,ChinaChampionship2015,555,f,1,5032,5299,Feliks Zemdegs,2009ZEMD01,Australia,a,5333,5295,5032,5269,5494,,
733136,ChinaChampionship2015,444,d,1,2154,2821,Feliks Zemdegs,2009ZEMD01,Australia,a,2515,3176,3150,2798,2154,WR,
733312,ChinaChampionship2015,444,2,2,2606,2939,Feliks Zemdegs,2009ZEMD01,Australia,a,3094,3045,2606,3225,2677,,
733372,ChinaChampionship2015,444,3,1,2413,2901,Feliks Zemdegs,2009ZEMD01,Australia,a,3024,2579,3101,3365,2413,,
733404,ChinaChampionship2015,444,f,1,2547,2805,Feliks Zemdegs,2009ZEMD01,Australia,a,2547,2731,2613,3084,3071,,
733428,ChinaChampionship2015,333fm,f,8,31,3333,Feliks Zemdegs,2009ZEMD01,Australia,m,31,34,35,0,0,,
733484,ChinaChampionship2015,222,1,5,211,273,Feliks Zemdegs,2009ZEMD01,Australia,a,258,211,294,492,266,,
733757,ChinaChampionship2015,222,2,3,183,268,Feliks Zemdegs,2009ZEMD01,Australia,a,183,262,443,258,285,,
733817,ChinaChampionship2015,222,3,4,207,258,Feliks Zemdegs,2009ZEMD01,Australia,a,225,207,307,243,385,,
733846,ChinaChampionship2015,222,f,2,120,228,Feliks Zemdegs,2009ZEMD01,Australia,a,244,204,120,314,236,,
755887,MelbourneCubeDay2015,333,1,1,584,816,Feliks Zemdegs,2009ZEMD01,Australia,a,869,922,775,584,805,,
755967,MelbourneCubeDay2015,333,2,1,656,720,Feliks Zemdegs,2009ZEMD01,Australia,a,666,766,847,728,656,,
756016,MelbourneCubeDay2015,333,f,1,605,657,Feliks Zemdegs,2009ZEMD01,Australia,a,677,611,788,605,684,,
756024,MelbourneCubeDay2015,555,d,1,4981,5229,Feliks Zemdegs,2009ZEMD01,Australia,a,5361,5250,4981,5236,5202,,
756047,MelbourneCubeDay2015,555,f,1,4697,5015,Feliks Zemdegs,2009ZEMD01,Australia,a,5243,4988,4815,5513,4697,WR,WR
756055,MelbourneCubeDay2015,444,d,1,2614,2978,Feliks Zemdegs,2009ZEMD01,Australia,a,2614,2825,3413,2905,3205,,
756094,MelbourneCubeDay2015,444,f,1,2561,2702,Feliks Zemdegs,2009ZEMD01,Australia,a,2944,2646,2805,2655,2561,,
756102,MelbourneCubeDay2015,666,d,1,10125,10648,Feliks Zemdegs,2009ZEMD01,Australia,m,10125,11088,10730,0,0,,OcR
756116,MelbourneCubeDay2015,666,f,1,10286,10383,Feliks Zemdegs,2009ZEMD01,Australia,m,10461,10402,10286,0,0,,WR
756120,MelbourneCubeDay2015,333oh,d,1,1128,1363,Feliks Zemdegs,2009ZEMD01,Australia,a,1427,1430,1377,1128,1286,,
756162,MelbourneCubeDay2015,333oh,2,1,1006,1236,Feliks Zemdegs,2009ZEMD01,Australia,a,1405,1065,1006,1238,1616,,
756182,MelbourneCubeDay2015,333oh,f,1,1065,1202,Feliks Zemdegs,2009ZEMD01,Australia,a,1106,1428,1209,1065,1290,,
756206,MelbourneCubeDay2015,222,1,2,231,309,Feliks Zemdegs,2009ZEMD01,Australia,a,340,311,311,305,231,,
756276,MelbourneCubeDay2015,222,2,2,194,275,Feliks Zemdegs,2009ZEMD01,Australia,a,315,196,315,194,343,,
756322,MelbourneCubeDay2015,222,f,2,172,206,Feliks Zemdegs,2009ZEMD01,Australia,a,271,172,184,231,203,,
756329,MelbourneCubeDay2015,777,d,1,14418,15014,Feliks Zemdegs,2009ZEMD01,Australia,m,14953,14418,15672,0,0,,WR
756346,MelbourneCubeDay2015,777,f,4,14569,-1,Feliks Zemdegs,2009ZEMD01,Australia,m,-1,15118,14569,0,0,,
756347,MelbourneCubeDay2015,333bf,f,1,5178,6064,Feliks Zemdegs,2009ZEMD01,Australia,3,6736,5178,6277,0,0,,
784413,SydneySummer2015,333oh,c,1,1113,1320,Feliks Zemdegs,2009ZEMD01,Australia,a,1636,1230,1113,1491,1240,,
784457,SydneySummer2015,skewb,c,6,730,921,Feliks Zemdegs,2009ZEMD01,Australia,a,799,1155,1104,859,730,,
784493,SydneySummer2015,444,c,1,2712,2922,Feliks Zemdegs,2009ZEMD01,Australia,a,3237,2731,2799,2712,3539,,
784533,SydneySummer2015,222,1,3,211,342,Feliks Zemdegs,2009ZEMD01,Australia,a,221,211,487,367,437,,
784623,SydneySummer2015,222,2,2,209,303,Feliks Zemdegs,2009ZEMD01,Australia,a,209,380,318,212,541,,
784651,SydneySummer2015,222,f,2,94,204,Feliks Zemdegs,2009ZEMD01,Australia,a,441,299,172,94,142,,
784658,SydneySummer2015,333bf,f,1,6688,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,6688,-1,0,0,,
784673,SydneySummer2015,333,1,1,606,704,Feliks Zemdegs,2009ZEMD01,Australia,a,877,606,654,736,721,,
784786,SydneySummer2015,333,2,1,566,712,Feliks Zemdegs,2009ZEMD01,Australia,a,578,759,566,908,800,,
784822,SydneySummer2015,333,f,2,647,855,Feliks Zemdegs,2009ZEMD01,Australia,a,775,647,922,868,1069,,
800366,LiveYourDream2016,333,1,1,642,802,Feliks Zemdegs,2009ZEMD01,Australia,a,787,885,733,642,1050,,
800508,LiveYourDream2016,333,2,1,665,770,Feliks Zemdegs,2009ZEMD01,Australia,a,667,755,997,887,665,,
800555,LiveYourDream2016,333,f,1,711,825,Feliks Zemdegs,2009ZEMD01,Australia,a,862,763,1061,850,711,,
826695,CubingClassic2016,333oh,d,1,1161,1243,Feliks Zemdegs,2009ZEMD01,Australia,a,1415,1170,1275,1283,1161,,
826749,CubingClassic2016,333oh,f,1,1007,1148,Feliks Zemdegs,2009ZEMD01,Australia,a,1178,1176,1379,1090,1007,,OcR
826757,CubingClassic2016,555,d,1,4483,5203,Feliks Zemdegs,2009ZEMD01,Australia,a,4483,5610,5084,4916,5985,WR,
826778,CubingClassic2016,555,f,1,4912,5101,Feliks Zemdegs,2009ZEMD01,Australia,a,5140,4912,5041,5121,5394,,
826786,CubingClassic2016,777,f,1,15006,15739,Feliks Zemdegs,2009ZEMD01,Australia,m,16444,15766,15006,0,0,,
826794,CubingClassic2016,333,1,1,707,746,Feliks Zemdegs,2009ZEMD01,Australia,a,797,707,833,722,719,,
826894,CubingClassic2016,333,2,1,628,732,Feliks Zemdegs,2009ZEMD01,Australia,a,778,628,684,754,757,,
826947,CubingClassic2016,333,f,1,615,802,Feliks Zemdegs,2009ZEMD01,Australia,a,1109,779,615,663,965,,
826959,CubingClassic2016,pyram,1,5,402,579,Feliks Zemdegs,2009ZEMD01,Australia,a,402,642,709,541,555,,
827023,CubingClassic2016,pyram,f,3,443,539,Feliks Zemdegs,2009ZEMD01,Australia,a,539,627,540,443,538,,
827029,CubingClassic2016,666,c,1,10141,11031,Feliks Zemdegs,2009ZEMD01,Australia,m,10141,10900,12053,0,0,,
827039,CubingClassic2016,444,d,1,2758,3234,Feliks Zemdegs,2009ZEMD01,Australia,a,3031,3438,3234,3442,2758,,
827083,CubingClassic2016,444,f,1,2757,2963,Feliks Zemdegs,2009ZEMD01,Australia,a,3248,2881,2757,3022,2985,,
827092,CubingClassic2016,sq1,c,2,1459,1817,Feliks Zemdegs,2009ZEMD01,Australia,a,2317,1459,1778,1945,1729,,
827103,CubingClassic2016,333bf,f,2,4518,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,4518,-1,-1,0,0,,
827119,CubingClassic2016,skewb,c,9,870,952,Feliks Zemdegs,2009ZEMD01,Australia,a,959,950,1172,870,947,,
827154,CubingClassic2016,222,1,2,160,290,Feliks Zemdegs,2009ZEMD01,Australia,a,160,233,269,368,392,,
827239,CubingClassic2016,222,2,1,102,178,Feliks Zemdegs,2009ZEMD01,Australia,a,181,262,160,192,102,,
827282,CubingClassic2016,222,f,2,148,204,Feliks Zemdegs,2009ZEMD01,Australia,a,300,227,148,195,190,,
855054,MelbourneAutumn2016,sq1,d,1,1040,1592,Feliks Zemdegs,2009ZEMD01,Australia,a,1789,1040,1525,3024,1461,OcR,
855072,MelbourneAutumn2016,sq1,f,1,1281,1644,Feliks Zemdegs,2009ZEMD01,Australia,a,1281,1620,1708,1603,1973,,
855076,MelbourneAutumn2016,222,1,1,208,265,Feliks Zemdegs,2009ZEMD01,Australia,a,236,208,334,225,396,,
855184,MelbourneAutumn2016,222,2,1,181,205,Feliks Zemdegs,2009ZEMD01,Australia,a,183,213,219,181,223,,
855234,MelbourneAutumn2016,222,f,1,203,275,Feliks Zemdegs,2009ZEMD01,Australia,a,203,278,422,247,301,,
855242,MelbourneAutumn2016,333,1,1,696,764,Feliks Zemdegs,2009ZEMD01,Australia,a,763,696,783,763,767,,
855376,MelbourneAutumn2016,333,2,1,696,721,Feliks Zemdegs,2009ZEMD01,Australia,a,696,753,711,700,988,,
855425,MelbourneAutumn2016,333,f,1,646,749,Feliks Zemdegs,2009ZEMD01,Australia,a,701,906,767,780,646,,
855449,MelbourneAutumn2016,333mbf,f,2,960212502,0,Feliks Zemdegs,2009ZEMD01,Australia,2,960212502,-2,0,0,0,,
855545,MelbourneAutumn2016,minx,d,1,5676,6098,Feliks Zemdegs,2009ZEMD01,Australia,a,6274,6268,6033,5993,5676,,
855559,MelbourneAutumn2016,minx,f,1,5175,5407,Feliks Zemdegs,2009ZEMD01,Australia,a,5175,5557,5719,5388,5276,,
880875,ConnorsCubeDay2016,444,c,1,2368,3015,Feliks Zemdegs,2009ZEMD01,Australia,a,3194,2646,3206,3259,2368,,
880922,ConnorsCubeDay2016,555,c,1,4807,5274,Feliks Zemdegs,2009ZEMD01,Australia,a,4807,5551,5474,4925,5424,,
880948,ConnorsCubeDay2016,222,1,4,150,379,Feliks Zemdegs,2009ZEMD01,Australia,a,445,150,412,280,640,,
881032,ConnorsCubeDay2016,222,f,1,79,256,Feliks Zemdegs,2009ZEMD01,Australia,a,211,320,1166,79,236,OcR,
881040,ConnorsCubeDay2016,333,1,1,645,727,Feliks Zemdegs,2009ZEMD01,Australia,a,713,645,664,805,822,,
881133,ConnorsCubeDay2016,333,2,1,596,715,Feliks Zemdegs,2009ZEMD01,Australia,a,596,743,694,709,771,,
881183,ConnorsCubeDay2016,333,f,1,622,799,Feliks Zemdegs,2009ZEMD01,Australia,a,722,622,987,688,1001,,
881255,ConnorsCubeDay2016,333oh,d,1,977,1259,Feliks Zemdegs,2009ZEMD01,Australia,a,977,1312,1240,1416,1226,,
881301,ConnorsCubeDay2016,333oh,f,1,1075,1142,Feliks Zemdegs,2009ZEMD01,Australia,a,1111,1228,1075,1181,1134,,OcR
912585,WLSLato2016,222,d,5,145,334,Feliks Zemdegs,2009ZEMD01,Australia,a,490,205,412,386,145,,
912623,WLSLato2016,222,f,1,194,250,Feliks Zemdegs,2009ZEMD01,Australia,a,294,304,200,257,194,,
912639,WLSLato2016,pyram,d,7,478,581,Feliks Zemdegs,2009ZEMD01,Australia,a,478,555,885,479,710,,
912675,WLSLato2016,pyram,f,8,348,613,Feliks Zemdegs,2009ZEMD01,Australia,a,621,348,561,658,689,,
912678,WLSLato2016,444,d,1,2884,3225,Feliks Zemdegs,2009ZEMD01,Australia,a,3247,2981,3461,3447,2884,,
912718,WLSLato2016,444,f,1,2765,2934,Feliks Zemdegs,2009ZEMD01,Australia,a,2895,2881,3358,3027,2765,,
912729,WLSLato2016,333oh,d,2,1067,1199,Feliks Zemdegs,2009ZEMD01,Australia,a,1175,1357,1344,1079,1067,,
912762,WLSLato2016,333oh,f,2,1152,1292,Feliks Zemdegs,2009ZEMD01,Australia,a,1448,1152,1465,1198,1231,,
912783,WLSLato2016,skewb,d,13,619,1051,Feliks Zemdegs,2009ZEMD01,Australia,a,1100,619,1018,1508,1036,,
912807,WLSLato2016,333,1,1,709,766,Feliks Zemdegs,2009ZEMD01,Australia,a,722,859,831,745,709,,
912866,WLSLato2016,333,2,1,588,645,Feliks Zemdegs,2009ZEMD01,Australia,a,716,658,679,588,599,,WR
912890,WLSLato2016,333,f,1,609,788,Feliks Zemdegs,2009ZEMD01,Australia,a,609,801,760,803,987,,
916503,Euro2016,444,d,1,2658,2833,Feliks Zemdegs,2009ZEMD01,Australia,a,2687,2936,2658,3304,2875,,
916843,Euro2016,444,2,2,2707,2893,Feliks Zemdegs,2009ZEMD01,Australia,a,2906,3072,3041,2732,2707,,
916941,Euro2016,444,f,2,2682,2850,Feliks Zemdegs,2009ZEMD01,Australia,a,2784,2874,2682,2892,3101,,
917111,Euro2016,666,d,1,9911,10397,Feliks Zemdegs,2009ZEMD01,Australia,m,10367,10913,9911,0,0,,
917219,Euro2016,666,f,1,9829,10321,Feliks Zemdegs,2009ZEMD01,Australia,m,10488,10645,9829,0,0,OcR,WR
917297,Euro2016,777,d,1,14066,14506,Feliks Zemdegs,2009ZEMD01,Australia,m,14066,14203,15248,0,0,WR,WR
917402,Euro2016,777,f,1,15476,16127,Feliks Zemdegs,2009ZEMD01,Australia,m,15476,17332,15574,0,0,,
917483,Euro2016,minx,d,1,4229,4425,Feliks Zemdegs,2009ZEMD01,Australia,a,4661,4799,4332,4229,4282,OcR,OcR
917610,Euro2016,minx,f,1,3904,4302,Feliks Zemdegs,2009ZEMD01,Australia,a,4380,5490,4139,4388,3904,OcR,OcR
917623,Euro2016,555,d,1,4552,4932,Feliks Zemdegs,2009ZEMD01,Australia,a,5308,4825,5200,4552,4771,,WR
917868,Euro2016,555,2,1,4830,5077,Feliks Zemdegs,2009ZEMD01,Australia,a,5098,4830,5302,4832,5862,,
917916,Euro2016,555,f,1,4601,4964,Feliks Zemdegs,2009ZEMD01,Australia,a,4975,5172,5361,4601,4745,,
917940,Euro2016,333fm,f,9,29,2967,Feliks Zemdegs,2009ZEMD01,Australia,m,29,30,30,0,0,,
918067,Euro2016,sq1,d,8,1104,1528,Feliks Zemdegs,2009ZEMD01,Australia,a,1421,1104,1518,2374,1644,,
918195,Euro2016,sq1,f,6,1382,1593,Feliks Zemdegs,2009ZEMD01,Australia,a,3096,1524,1736,1519,1382,,
918208,Euro2016,222,1,4,212,232,Feliks Zemdegs,2009ZEMD01,Australia,a,277,216,236,245,212,,
918661,Euro2016,222,2,55,142,365,Feliks Zemdegs,2009ZEMD01,Australia,a,367,358,370,142,402,,
918719,Euro2016,333,1,1,625,762,Feliks Zemdegs,2009ZEMD01,Australia,a,749,786,769,767,625,,
919214,Euro2016,333,2,3,620,820,Feliks Zemdegs,2009ZEMD01,Australia,a,620,897,1001,697,866,,
919391,Euro2016,333,3,1,633,702,Feliks Zemdegs,2009ZEMD01,Australia,a,650,741,633,819,714,,
919463,Euro2016,333,f,1,634,707,Feliks Zemdegs,2009ZEMD01,Australia,a,792,634,754,677,691,,
919528,Euro2016,333oh,d,1,1067,1172,Feliks Zemdegs,2009ZEMD01,Australia,a,1067,1182,1597,1173,1162,,
919818,Euro2016,333oh,2,11,1053,1419,Feliks Zemdegs,2009ZEMD01,Australia,a,1344,1426,1053,1496,1486,,
919907,Euro2016,333oh,f,1,954,1070,Feliks Zemdegs,2009ZEMD01,Australia,a,1094,1057,954,1098,1059,,WR
920126,Euro2016,skewb,1,99,915,926,Feliks Zemdegs,2009ZEMD01,Australia,a,933,926,922,915,930,,
920315,Euro2016,skewb,2,78,751,905,Feliks Zemdegs,2009ZEMD01,Australia,a,751,927,847,941,952,,
953853,AustralianNationals2016,333oh,d,1,1188,1331,Feliks Zemdegs,2009ZEMD01,Australia,a,1257,1484,1613,1188,1253,,
953953,AustralianNationals2016,333oh,2,1,995,1135,Feliks Zemdegs,2009ZEMD01,Australia,a,1066,995,1138,1411,1201,,
954001,AustralianNationals2016,333oh,f,1,1187,1338,Feliks Zemdegs,2009ZEMD01,Australia,a,1187,1507,1410,1305,1299,,
954012,AustralianNationals2016,pyram,1,4,449,582,Feliks Zemdegs,2009ZEMD01,Australia,a,565,674,449,507,683,,
954128,AustralianNationals2016,pyram,2,7,494,680,Feliks Zemdegs,2009ZEMD01,Australia,a,1079,715,543,783,494,,
954172,AustralianNationals2016,pyram,f,4,474,584,Feliks Zemdegs,2009ZEMD01,Australia,a,474,578,615,768,560,,
954177,AustralianNationals2016,555,d,1,4815,5307,Feliks Zemdegs,2009ZEMD01,Australia,a,4815,5065,5574,5917,5281,,
954235,AustralianNationals2016,555,2,1,4908,5406,Feliks Zemdegs,2009ZEMD01,Australia,a,5731,5473,5560,4908,5186,,
954260,AustralianNationals2016,555,f,1,4986,5271,Feliks Zemdegs,2009ZEMD01,Australia,a,4986,5273,5334,5255,5285,,
954268,AustralianNationals2016,444,d,1,2187,2864,Feliks Zemdegs,2009ZEMD01,Australia,a,2967,3268,2187,2456,3168,,
954368,AustralianNationals2016,444,2,1,2551,2817,Feliks Zemdegs,2009ZEMD01,Australia,a,2777,2601,2551,3179,3074,,
954416,AustralianNationals2016,444,f,1,2306,2902,Feliks Zemdegs,2009ZEMD01,Australia,a,2933,2918,2306,3056,2855,,
954424,AustralianNationals2016,666,d,1,10376,10513,Feliks Zemdegs,2009ZEMD01,Australia,m,10517,10647,10376,0,0,,
954446,AustralianNationals2016,666,f,1,10162,10638,Feliks Zemdegs,2009ZEMD01,Australia,m,10162,10850,10903,0,0,,
954455,AustralianNationals2016,333mbf,f,2,940219901,0,Feliks Zemdegs,2009ZEMD01,Australia,2,940219901,-2,0,0,0,,
954479,AustralianNationals2016,333fm,f,1,30,0,Feliks Zemdegs,2009ZEMD01,Australia,1,30,0,0,0,0,,
954510,AustralianNationals2016,sq1,d,1,1272,1794,Feliks Zemdegs,2009ZEMD01,Australia,a,5263,2111,1813,1272,1459,,
954553,AustralianNationals2016,sq1,f,2,1193,1722,Feliks Zemdegs,2009ZEMD01,Australia,a,2708,1935,1193,1533,1698,,
954560,AustralianNationals2016,777,d,1,15633,16134,Feliks Zemdegs,2009ZEMD01,Australia,m,16776,15633,15992,0,0,,
954578,AustralianNationals2016,777,f,1,15499,16112,Feliks Zemdegs,2009ZEMD01,Australia,m,15499,16770,16067,0,0,,
954583,AustralianNationals2016,222,1,2,194,305,Feliks Zemdegs,2009ZEMD01,Australia,a,254,408,253,194,525,,
